analysis_block_id,analysis_block_index,cell_id,claim_scope,endpoint_id,exact_request_payload_hash_match,low_load_quality_score,low_load_success,near_load_quality_score,near_load_success,paired_quality_delta_near_minus_low,predeclared_quality_acceptance_pass,quality_acceptance_reasons,quality_pair_id,sampling_unit,schema_version,shape,source_id,source_kind,status
do-soak-block-223145f949605ede78ba,0,do-soak-cell-eb5a5647ad35ebaa2e71,one deterministic low-load/near-load request pair,nemotron-3-ultra-550b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-225922ae412cb1c1fd5d,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-d3003adcdb0073b3839d,1,do-soak-cell-eb5a5647ad35ebaa2e71,one deterministic low-load/near-load request pair,nemotron-3-ultra-550b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-0188e41d2ba2e84520bd,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-c1d2ca843ab616b3df43,2,do-soak-cell-eb5a5647ad35ebaa2e71,one deterministic low-load/near-load request pair,nemotron-3-ultra-550b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-649a13dc321a9c2818b1,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-e3efcdba53f796872dbd,3,do-soak-cell-eb5a5647ad35ebaa2e71,one deterministic low-load/near-load request pair,nemotron-3-ultra-550b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-23a01028e75be6a9e106,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-d6a828db6626a93c58ac,0,do-soak-cell-6d3984e45b9fab8915e0,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-f472c011e92cea359edf,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-8cbfb09eb4405b093bb8,1,do-soak-cell-6d3984e45b9fab8915e0,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-94839734b1cdbeab2851,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-13c0233fdf77578ad884,2,do-soak-cell-6d3984e45b9fab8915e0,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-e563f242b8fea304dc79,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-1893dbe6bc56b492bb03,3,do-soak-cell-6d3984e45b9fab8915e0,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-e973082b887664e035b7,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-ad8482f6dd1e8537ae0e,0,do-soak-cell-653709ff412553f69739,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-29edf497ac4cd89ae41e,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-327c52fc6983a05e9b70,1,do-soak-cell-653709ff412553f69739,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-84d3ed704aa8d3c6a54a,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-35fa061b7c50dedaf94a,2,do-soak-cell-653709ff412553f69739,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-cc19d0e7feec51304e10,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-3d45cbb44e19b7f6d48f,3,do-soak-cell-653709ff412553f69739,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-d1ec48e8c3af83378c79,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-3d45cbb44e19b7f6d48f,3,do-soak-cell-653709ff412553f69739,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-653a710081ee729f3745,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-a55ae6f34cf70c338c9a,0,do-soak-cell-5a76241f12674fc45623,one deterministic low-load/near-load request pair,qwen3.5-397b-a17b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-9063e933010d40162ea0,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-cd2fa441ca0e689e6961,1,do-soak-cell-5a76241f12674fc45623,one deterministic low-load/near-load request pair,qwen3.5-397b-a17b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-7e68d621e0f714836746,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-4082343947b17b166f83,2,do-soak-cell-5a76241f12674fc45623,one deterministic low-load/near-load request pair,qwen3.5-397b-a17b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-90e5047c425bb2639731,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-9804da8ac6c2ed034019,3,do-soak-cell-5a76241f12674fc45623,one deterministic low-load/near-load request pair,qwen3.5-397b-a17b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-7d36f5b47c9532c6d4a9,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-6fd2c7013be11156c7e4,0,do-soak-cell-a2d342ffeefacd6caf94,one deterministic low-load/near-load request pair,openai-gpt-oss-120b,True,1.0,True,0.0,True,-1.0,False,"[""paired_near_load_quality_failure""]",do-soak-pair-97d07ed49eacdf537c30,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-47975f514b445f3d8d74,1,do-soak-cell-a2d342ffeefacd6caf94,one deterministic low-load/near-load request pair,openai-gpt-oss-120b,True,0.0,True,1.0,True,1.0,False,"[""paired_low_load_quality_failure""]",do-soak-pair-493039318e40a69d8959,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-6da3e2c16dacac7f6e3b,2,do-soak-cell-a2d342ffeefacd6caf94,one deterministic low-load/near-load request pair,openai-gpt-oss-120b,True,1.0,True,0.0,True,-1.0,False,"[""paired_near_load_quality_failure""]",do-soak-pair-f274bd1d8b7a1488d389,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-0764c02794f0709d5416,3,do-soak-cell-a2d342ffeefacd6caf94,one deterministic low-load/near-load request pair,openai-gpt-oss-120b,True,0.0,True,1.0,True,1.0,False,"[""paired_low_load_quality_failure""]",do-soak-pair-d622d67bbcb65c9bbc34,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-d94e5475b4e46b7c6aaf,0,do-soak-cell-23e63ae5e109946fa6bf,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-2cced890165ec6511e64,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-add88f0b4d6ef4cc2743,1,do-soak-cell-23e63ae5e109946fa6bf,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-6351c138d8ce9e1fd3ce,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-dbc57dd5a0fe20c225b1,2,do-soak-cell-23e63ae5e109946fa6bf,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-93643b825e68593d6add,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-22be59ffd32f1317ebae,3,do-soak-cell-23e63ae5e109946fa6bf,one deterministic low-load/near-load request pair,gemma-4-31B-it,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-e2e78fa191e72b62f290,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-e1869ff2932069197982,0,do-soak-cell-6289ca6c1e10585187c9,one deterministic low-load/near-load request pair,openai-gpt-oss-120b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-6a41013c7ef75b96df6c,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-3fb6f12cee64e31cf655,1,do-soak-cell-6289ca6c1e10585187c9,one deterministic low-load/near-load request pair,openai-gpt-oss-120b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-f55c76f77a9edf90a4b8,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-5b37a19f25a7920cc6c2,2,do-soak-cell-6289ca6c1e10585187c9,one deterministic low-load/near-load request pair,openai-gpt-oss-120b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-03a1fbd3885562d6fde1,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-500aa8bd261c7cc06a6a,3,do-soak-cell-6289ca6c1e10585187c9,one deterministic low-load/near-load request pair,openai-gpt-oss-120b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-11a34fc84153b474d1e6,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-83a63d97ff73293441e3,0,do-soak-cell-e903df949e858601b5a1,one deterministic low-load/near-load request pair,mimo-v2.5-pro,True,0.0,True,1.0,True,1.0,False,"[""paired_low_load_quality_failure""]",do-soak-pair-fe2e70b2b2e11d6f4af5,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-6f3ded498989848f2c13,1,do-soak-cell-e903df949e858601b5a1,one deterministic low-load/near-load request pair,mimo-v2.5-pro,True,1.0,True,0.0,True,-1.0,False,"[""paired_near_load_quality_failure""]",do-soak-pair-6b7453ed5a9bced1ef0a,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-26a758f88f0f8b53d221,2,do-soak-cell-e903df949e858601b5a1,one deterministic low-load/near-load request pair,mimo-v2.5-pro,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-fca41db1d80df89db06c,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-40f958cea2a94e223328,3,do-soak-cell-e903df949e858601b5a1,one deterministic low-load/near-load request pair,mimo-v2.5-pro,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-bdbc2e5d7e7cd622ab4d,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-353d15489a4feddbfe50,0,do-soak-cell-615f67b07715afe9027c,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-8a98e99ff8623865058f,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-096eab9692ba1a65d24f,1,do-soak-cell-615f67b07715afe9027c,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-b25eaf974a3fc0d1e79c,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-54bf33fe635f0070a821,2,do-soak-cell-615f67b07715afe9027c,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-6e23a31f4ea5b4c88703,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-3652eb94a50b0b118410,3,do-soak-cell-615f67b07715afe9027c,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-724cf20a40fb50364629,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-c5eeb4e0153fdf534a06,0,do-soak-cell-8ffdd8c0cc38c01bb74c,one deterministic low-load/near-load request pair,nemotron-3-ultra-550b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-7b1c7b3932f93b79ea1e,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-f981e5731ce4c5210418,1,do-soak-cell-8ffdd8c0cc38c01bb74c,one deterministic low-load/near-load request pair,nemotron-3-ultra-550b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-049b0a963bfb5d7f77a3,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-02834c6507d56b228412,2,do-soak-cell-8ffdd8c0cc38c01bb74c,one deterministic low-load/near-load request pair,nemotron-3-ultra-550b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-b540b381291e7ae34d24,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-dfbea3088a001c4e0a0a,3,do-soak-cell-8ffdd8c0cc38c01bb74c,one deterministic low-load/near-load request pair,nemotron-3-ultra-550b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-1b26b333c5f288244246,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-35c74478dab0aaacadad,0,do-soak-cell-38a2ef8f3e5ba299d907,one deterministic low-load/near-load request pair,qwen3.5-397b-a17b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-5ff3560d3f07078cbf24,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-b558c3db8bc8cb89f753,1,do-soak-cell-38a2ef8f3e5ba299d907,one deterministic low-load/near-load request pair,qwen3.5-397b-a17b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-05710264f6a92fc223a3,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-e8e6bb9c8259cbeabb8e,2,do-soak-cell-38a2ef8f3e5ba299d907,one deterministic low-load/near-load request pair,qwen3.5-397b-a17b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-9af5af99d2f1d2934287,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-9f08e46da041d22e1227,3,do-soak-cell-38a2ef8f3e5ba299d907,one deterministic low-load/near-load request pair,qwen3.5-397b-a17b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-a764cf392f67a37aa843,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-6c9230775a4d02fbf190,0,do-soak-cell-931b72ae82bccffa942a,one deterministic low-load/near-load request pair,minimax-m2.5,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-00bbc7d8015914fb0b20,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-79da70e3e8a08ede210c,1,do-soak-cell-931b72ae82bccffa942a,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-6996519e6e422b30ffc1,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-e8aabc463cbb745966c9,2,do-soak-cell-931b72ae82bccffa942a,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-12921eab9da40de9394b,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-0577f7011f3706b84994,3,do-soak-cell-931b72ae82bccffa942a,one deterministic low-load/near-load request pair,minimax-m2.5,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-97727626fd128408e220,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-0577f7011f3706b84994,3,do-soak-cell-931b72ae82bccffa942a,one deterministic low-load/near-load request pair,minimax-m2.5,True,0.0,True,1.0,True,1.0,False,"[""paired_low_load_quality_failure""]",do-soak-pair-d70604d2854b56cfdfc2,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-74d6909e2d577936196f,0,do-soak-cell-dae4f180329922b82223,one deterministic low-load/near-load request pair,deepseek-v4-flash-0731,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-a3ef298d3f088dbe5046,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-e326b44651d08d1a7056,1,do-soak-cell-dae4f180329922b82223,one deterministic low-load/near-load request pair,deepseek-v4-flash-0731,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-c091783b1f7f7c2d25c6,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-ea819dd9db1c6a609dbd,2,do-soak-cell-dae4f180329922b82223,one deterministic low-load/near-load request pair,deepseek-v4-flash-0731,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-421b750a920fe48fb9d1,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-40c3d1ee8ab3aeb34f16,3,do-soak-cell-dae4f180329922b82223,one deterministic low-load/near-load request pair,deepseek-v4-flash-0731,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-ddd748b6fed999f453fb,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-40c3d1ee8ab3aeb34f16,3,do-soak-cell-dae4f180329922b82223,one deterministic low-load/near-load request pair,deepseek-v4-flash-0731,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-34c3365847f9622d7226,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-b3e56f7c823aba280640,0,do-soak-cell-11666d7dc9feb202172f,one deterministic low-load/near-load request pair,qwen3.8-max,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-105059718f1a1779d81f,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-9c082b8edc9c734d92ec,1,do-soak-cell-11666d7dc9feb202172f,one deterministic low-load/near-load request pair,qwen3.8-max,True,0.0,True,1.0,True,1.0,False,"[""paired_low_load_quality_failure""]",do-soak-pair-9c78f9f86dcb8ae656df,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-7cbd338f8243ba2c15be,2,do-soak-cell-11666d7dc9feb202172f,one deterministic low-load/near-load request pair,qwen3.8-max,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-218767625b70ebe9ad96,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-7eb5dae44bbdc3eb6dfd,3,do-soak-cell-11666d7dc9feb202172f,one deterministic low-load/near-load request pair,qwen3.8-max,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-2a61d3f2f8859d1005b7,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-7eb5dae44bbdc3eb6dfd,3,do-soak-cell-11666d7dc9feb202172f,one deterministic low-load/near-load request pair,qwen3.8-max,True,1.0,True,1.0,True,0.0,True,[],do-soak-pair-edb99e55f5d09d6fc26c,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,mixed,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-e67113ec779a950e908b,0,do-soak-cell-e445f74f4bb9e07a4dce,one deterministic low-load/near-load request pair,nvidia-nemotron-3-super-120b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-40046ffc0c647ce7e4b4,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-dc149f0a1c010cc8393d,1,do-soak-cell-e445f74f4bb9e07a4dce,one deterministic low-load/near-load request pair,nvidia-nemotron-3-super-120b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-fe3cc63fa88475233762,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-c2eb4ceb3663018d3289,2,do-soak-cell-e445f74f4bb9e07a4dce,one deterministic low-load/near-load request pair,nvidia-nemotron-3-super-120b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-a1d2eb720b69b344201d,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-f535f6709648111d9740,3,do-soak-cell-e445f74f4bb9e07a4dce,one deterministic low-load/near-load request pair,nvidia-nemotron-3-super-120b,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-981089bbd988be0f84fb,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-b43eceaf3deff1f3c85b,0,do-soak-cell-1aea51230165579bdb4f,one deterministic low-load/near-load request pair,glm-5.2,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-a9655caaeb35863ccf7a,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-1d749bc1660e3f8aed91,1,do-soak-cell-1aea51230165579bdb4f,one deterministic low-load/near-load request pair,glm-5.2,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-ca039489ae01ad5b0b7f,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-5320fb6272997027175b,2,do-soak-cell-1aea51230165579bdb4f,one deterministic low-load/near-load request pair,glm-5.2,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-74ce15c8a2477fbbbfd1,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-135cca69f59fd1cdab31,3,do-soak-cell-1aea51230165579bdb4f,one deterministic low-load/near-load request pair,glm-5.2,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-2c8b6378d1d6ac7a2bc1,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,input32k_short,do-direct-soak-20260823-r1,direct_soak,complete
do-soak-block-f68bb38747384741b201,0,do-soak-cell-41d3a710e0fe6dbc620e,one deterministic low-load/near-load request pair,glm-5.2,True,0.0,True,0.0,True,0.0,False,"[""paired_low_load_quality_failure"",""paired_near_load_quality_failure""]",do-soak-pair-d2114915bd8ba130f1a3,quality_pair_id,digitalocean_public_soak_quality_pair_summary_v1,short_long,do-direct-soak-20260823-r1,direct_soak,complete
